Hash,Message,Hashes of Parents,Is a merge commit?,List of modified files
fbc329d7ce3b11821d47adf6052d932f7eff724a,Small bug fix for angle_between_vectors,['25045143a1211d58b508574a3d3ca6058fa508ea'],False,['space_ops.py']
bcd09906bea5eaaa5352e7bee8f3153f434cf606,Fix bug in ShowSubmobjectsOneByOne,['407c53f97c061bfd8a53beacd88af4c786f9e9ee'],False,['creation.py']
a4f9de1ca173e7a5b8b343445eb5d8e2425fa387,Fix bugs concerned with coloring,['697028cd4c8a9db94c77f2e330c9e0338a663594'],False,['mtex_mobject.py']
e9afb0ee3356f88604f76b9a05331767757280d3,Fix tiny PEP errors,['bcd09906bea5eaaa5352e7bee8f3153f434cf606'],False,['__main__.py']
ee1594a3cb7a79b8fc361e4c4397a88c7d20c7e3,Match fix_in_frame status for FlashAround mobject,['e9afb0ee3356f88604f76b9a05331767757280d3'],False,['indication.py']
ba23fbe71e4a038201cd7df1d200514ed1c13bc2,Make sure Mobject.is_fixed_in_frame stays updated with uniforms,['ee1594a3cb7a79b8fc361e4c4397a88c7d20c7e3'],False,['mobject.py']
9dd1f47dabca1580d6102e34e44574b0cba556e7,"Create single progress display for full scene render

When a scene is written to file, it will now do a preliminary run of a copy of the scene with skip_animations turned on to count the total frames, which has the added benefit of catching runtime errors early, and allowing an quicker preview of the last frame to be sure everything will render as expected.

The Progress display bars for individual animations are replaced with a more global progress display bar showing the full render time for the scene.

This has the downside that all the non-rendering computations in a scene are run twice, so any scene with slow computations unrelated to rendering will take longer. But those are rarer, so the benefits seem worth it.",['49743daf3244bfa11a427040bdde8e2bb79589e8'],False,"['extract_scene.py', 'scene.py', 'scene_file_writer.py']"
88030881211ea1d05f7aa2a8714a296bee9608e1,Fix bugs concerned with child environments,['1d466cb2998bfeb486103ab49acb094a6cfb184f'],False,['mtex_mobject.py']
744916507cef8bba557828136f5c8ee13a522388,Add a debugging method,['88d863c1d7af2376d2406e0d0b849bd9fc8442a3'],False,['mtex_mobject.py']
0de303d5e0f2273a71dc61deae805fd53de7fbb8,"Some refactors

- Split out `_TexParser` class
- Replace `math_mode` parameter with `tex_environment`
- Fix the bug that braces following even number of backslashes aren't matched",['155839bde997b9315ef35733d29c9306c22a37a7'],False,['mtex_mobject.py']
7023548ec62c4adb2f371aab6a8c7f62deb7c33c,Fix TransformMatchingParts bug,['758f329a06a0c198b27a48c577575d94554305bf'],False,['transform_matching_parts.py']
b489490f41840ca2e7f02cd23f1b532d221c5959,Fixed things as suggestions,['bbf45f95c673aa1898256f6d5b9aeb8a6a21c3cb'],False,['probability.py']
f1996f8479f9e33d626b3b66e9eb6995ce231d86,"Small hack for the lightbulb, needs to be fixed properly later",['3adaf8e325518e0a62bdf91c7348e2dbbeb6eaf3'],False,['drawings.py']
24e3caa072bd2bb4750cf3801e0a151cdf3e2c1f,"fix no ""import copy"" bug

added import copy",['9efd02c500da928a52e4b7ebfef85e74186f2e71'],False,['brace.py']
2318c9e716ce02318749d93326e93d04cfefc52c,"Merge pull request #1709 from TurkeyBilly/patch-4

Fix ""Code is unreachable Pylance"" warning for NumberPlane","['3ffe300f9625fea563553c4f7d16cbee81e4844e', 'e80dd243f11986d9f6f7b41bfaaa5b20350b0f85']",True,[]
bbb4fa155c26b8d3fd2f15b5915d1ce15d8421ac,fix the depth of svg tag,['09ced7ce9ad2543098c1c6278fbe28accba5abef'],False,['svg_mobject.py']
33f720c73a8ce6bc0fc86d901158390e6602e398,fix typo,['bbb4fa155c26b8d3fd2f15b5915d1ce15d8421ac'],False,['svg_mobject.py']
6a74c241b8929af90522844829a3ef6fb18a14d6,fix bug of node which is not an element,['416cc8e6d518969ae56aa0e570bd1e44692cfc97'],False,['svg_mobject.py']
05b3c9852e3695f2ed59ccf49cd86f074014f167,fix add_smooth_cubic_curve_to when have only one point,['925f2e123f33f1523686c6d244d5bc9945b7a9cd'],False,"['svg_mobject.py', 'vectorized_mobject.py']"
8205edcc4c8a28e0ebf13aaeebef0a8b2fa26143,fix a small bug,['05b3c9852e3695f2ed59ccf49cd86f074014f167'],False,['svg_mobject.py']
790bf0a104b9afd9afe6f568ad514701de6ce077,fix typo,['8205edcc4c8a28e0ebf13aaeebef0a8b2fa26143'],False,['svg_mobject.py']
07f84e26764eb5aaedea67bb5d6c38aa1f84a124,"Merge pull request #1712 from 3b1b/fix-svg

Improve handling of SVG transform and Some refactors","['2318c9e716ce02318749d93326e93d04cfefc52c', '8db1164ece9c99ba0691e675ac791c8b678f12f7']",True,[]
ff86b0e378235174a9a39c74aee9c6278ab59f74,fix the bug of outdated relative_point after command Z,['92adcd75d484b4504999e66e9cad74282878aa8f'],False,['svg_mobject.py']
9df53b8a18e1477bf5161d9147503beae5925f09,fix the bug of M command with more than 2 args,['ff86b0e378235174a9a39c74aee9c6278ab59f74'],False,['svg_mobject.py']
833e40c2d4b49dcc33209636bf06cc90ef7be625,fix default style,['9df53b8a18e1477bf5161d9147503beae5925f09'],False,"['svg_mobject.py', 'tex_mobject.py']"
ecb729850aee5114a7ee361b61edf99bfd1b701a,Small style fixes,['a7702910537fc5c3e09fbb8e6fe468807c61fa0c'],False,['svg_mobject.py']
3b17d6d0ebac2eb8dfa040827737c326e859725d,"Merge pull request #1718 from 3b1b/text-fix

Text fix","['27c666fab528fde75370ff03169b5e86465c7b12', '8a29de5ef0ad667878f8aeaa3346b61e7f31da03']",True,[]
f0160822babc1ef68d01f4efd6b78d0854785194,fix bug of ref map,['48e07d1817bdc969d55b8e233a15fe6662835dc0'],False,['svg_mobject.py']
5d2dcec307c8bf816ab3390cda5fcfb8a6953059,Fix color-related bugs,['6c39cac62b7a04e71da1e241b47ce5798c847c2a'],False,['mtex_mobject.py']
1e2a6ffb8a0b6d3b52f0257fe2b905427f40ef5e,"Merge pull request #1724 from TurkeyBilly/patch-2

Temporarily fix boolean operation bug","['1ec00629a51b22e0c0ecd106720f19360b3ff116', '56e5696163dec4a5b223c90736a64a513aff1ea5']",True,[]
f9351536e4a45d7c937c1830149693d9599654e8,minor fixes (#1737),['67f5b10626e880587a5816efd4657a58e8a8c308'],False,"['creation.py', 'specialized.py', 'matrix.py', 'svg_mobject.py', 'graph_theory.py', 'vector_space_scene.py']"
35025631eb01b980e2d11581f1493584cb9eed31,chore: fix type hint of bezier,['6e292daf58da069bfc33618096259f5aa4e24408'],False,['bezier.py']
b3b7d214adff2088f6c75cbc814cbbf8f1a9b4e4,"Fix Write bug (#1740)

* Avoid division by zero error for calling Write on null objects",['602809758e4def8668aa9c3d35630ed9b378d777'],False,['creation.py']
a0ed9edb42fe5274f5aa5fbccd2f42b3ee1148e0,resolve conflict,"['960463d143f873306af55e3c9445c2b20f80da25', 'b3b7d214adff2088f6c75cbc814cbbf8f1a9b4e4']",True,[]
f29ef87bbaa0a7d3d9a3c8771a898e1c0757f0b5,style/docs: fix argument help style and update docs for it,['fc1e916f428fd605b639e6778e815b973cee5260'],False,"['configuration.rst', 'config.py']"
7fb6f352c4a21e34d149e1d13b2d965707693bc3,fix: fix some bugs caused by type hints and imports,['e39f81ccff6dca2b96941be3e3f02939052a4959'],False,"['event_listner.py', 'mobject.py']"
559b96e7ce3bb676dd3f5575bdfba457e8566e55,Small bug fix for presenter mode,['b3b7d214adff2088f6c75cbc814cbbf8f1a9b4e4'],False,['scene.py']
7f9b0a7eac81ec39deb50c07761a4e8ae4a829bd,"Merge pull request #1742 from 3b1b/video-work

Presenter mode bug fix","['f29ef87bbaa0a7d3d9a3c8771a898e1c0757f0b5', '133724d29af0a6a96946d58c71a226e5f4c59464']",True,[]
3744844efa64697b2204df48f99d7b8b16d9fd7f,fix: fix type hint of set_array_by_interpolation,['773e013af90da9c85e6d8f5969036da0da1d4eff'],False,['bezier.py']
db71ed1ae9dedd11e67a40ebaa153ed66414adc7,fix: fix type hint of remove_empty_value,['4c16bfc2c02a621f19751df3d6057e5be32174c9'],False,['init_config.py']
d19e0cb9ab827e7d25d823dca2e2884f9385bfc0,fix: remove import before future,['f085e6c2dd642c47ad994238576df6a7adc7d26c'],False,['value_tracker.py']
854f7cd2bf80b1484133b32a8816d200eb627a9d,fix: remove type alias import in indication.py,['41c4023986f26f6a2f2a7f27935ec879abc61fcf'],False,['indication.py']
9f3b404df6279b02c45d5a5bdb56ed648fbf203c,resolve conflict and add type hints for it,"['0e4d4155a3df5c589ea462ca91fa7ce10ddd1e48', '8ef42fae24d8a0854db63ce655d3843cce2c8306']",True,[]
2d764e12f48de022ddaf98407aad50aa3def2c8e,fix char escaping bug,['d744311f156017a94f435d94c3a5eece9b5a5e08'],False,['text_mobject.py']
fa38b56fd87f713657c7f778f39dca7faf15baa8,Bug fix in cases where empty array is passed to shader,['06405d5758ba6c87320c248e705df4fabbca321d'],False,['camera.py']
67f8007764e56155ddb83edef2196faeb97ada31,Fix the width of riemann rectangles,['dfbbb3403530d79b3a5e478a04a348c8aebee43d'],False,['coordinate_systems.py']
bb3bd41605814bdb19dcf6dbbe59f1b017a794ee,"Merge pull request #1762 from widcardw/patch-1

Fix the width of riemann rectangles","['dfbbb3403530d79b3a5e478a04a348c8aebee43d', '67f8007764e56155ddb83edef2196faeb97ada31']",True,[]
c51811d2f1bb83ab682990bd15e7be25f1ba3475,Except IndexError for MTex.get_part_by_tex,['2a0709664d17ca380883b69ec6c70f2b62146aef'],False,['mtex_mobject.py']
305c6e6ee936b82ff00eeba7f629d0c9852a01fc,Resolve conflict for #1765,"['3b01ec48e6aa4dec5411c5ec159e5e048e2fbeda', '6ad8636fab8767ac3111c83a5bcbc8535412d42a']",True,[]
a3e4246938ece17ed8c0183a573b12ea1f890dfd,use log.debug and display idx+1,['969aa82f0442c4693b053991bb6db7bc5068ac37'],False,['space_ops.py']
e11c5def6337168c3c19951fd0a2f5c15e864672,style: some style fixes,['a3e4246938ece17ed8c0183a573b12ea1f890dfd'],False,['space_ops.py']
0e31ff12e2a9d307ae170a38f3c5834998d14451,Tiny fix for TransformMatchingString,['473aaea399d2080100b89b2497c79a46703e32d6'],False,"['transform_matching_parts.py', 'text_mobject.py']"
89e139009b4ad6bed242f265e8af6526477c8376,Remove an error raising,['45faa9063bd91a74a607fdba16848ffea2ba455e'],False,['mtex_mobject.py']
a0ba9c8b30dd3dd1eeb9e3af45d9b8bd0d7e24bb,Fix CameraFrame.get_euler_angles to match conventions with set_euler_angles,['b7a3201fb322277a6a8165e1a849ffd961472d94'],False,['camera.py']
637d7791900dca0db087f4e877c9b04f76c0f197,Fix empty zipping bug,['9bbbed3a83ab205d114f760157afb41d9bb6c93a'],False,['labelled_string.py']
fc4f64957064198e0116afe25f849e4d1f304736,Fix bugs brought by empty strings,['852da9ac2ac54618e0a4dd5912156345983b5f37'],False,"['__init__.py', 'creation.py', 'labelled_string.py', 'text_mobject.py']"
461500637e07ac0b6266a85a18b30f3d13810e1d,Fix type bug,['fc4f64957064198e0116afe25f849e4d1f304736'],False,"['labelled_string.py', 'text_mobject.py']"
724a500cc6d8a281fee434775c19353ab756b82a,Fix shallow copying bug,['461500637e07ac0b6266a85a18b30f3d13810e1d'],False,['labelled_string.py']
106f2a3837738f3ea46166b18be318c6a3fad2e9,Fix shallow copying bug,['724a500cc6d8a281fee434775c19353ab756b82a'],False,['labelled_string.py']
84c56b36241cf60d096f25f8aa611b0489dd2d23,Fix typo,['dc816c9f8d1fd57af25627c10e654406a76417f3'],False,['text_mobject.py']
39673a80d7bbbea258c35ce5a1d37a0911aae4f1,fix: add missing import of annotations,['769a4bbaf94d226350eff7e58a8360093efcefff'],False,['init_config.py']
7f616987a3c7bafb8c2aabff01abdf74ef14bb96,Fix typo,['648855dae0e44114f8779b1e3d3006c9721e852c'],False,['text_mobject.py']
b7647912582622cbea2d908247a997b31cbc6a9e,Fix typo (#1777),['648855dae0e44114f8779b1e3d3006c9721e852c'],False,['text_mobject.py']
f9d8a76767a3cfae79ce96924dc51831e6f59c55,"Remove unnecessary raise statement (#1778)

* Fix typo

* Remove unnecessary raise statement",['b7647912582622cbea2d908247a997b31cbc6a9e'],False,['labelled_string.py']
1f32a9e674c58ff7ee6456cc383c430803ee1976,"Some fix (#1781)

* fix: reduce warning from numpy

* fix: fix ControlsExample",['d31f3df5af8b064c35f722dee63424ab1b462d3d'],False,"['example_scenes.py', 'space_ops.py']"
e23f667c3dce4ab5e571ff949082ebba076a704c,Fix bug when handling multi-line tex,['9d7db7aacd7116a8dbce0781f64ba44f065a7e39'],False,"['creation.py', 'transform_matching_parts.py', 'labelled_string.py', 'mtex_mobject.py', 'text_mobject.py']"
773520bcd9e44f58c5d8d46509da37a37f291ecd,"Merge pull request #1785 from YishiMichael/master

Fix bug when handling multi-line tex","['d26b8a826cd59be561a3c2618ba0c4dc3bd7b529', '12bfe88f40c2fadbfb64b245be845df7a64a233e']",True,[]
859680d5ab6d511299b92d305250b44686923dc3,"Merge pull request #1788 from 3b1b/interpolate-fix

Interpolate fix","['773520bcd9e44f58c5d8d46509da37a37f291ecd', 'dc4b9bc93c54e07b768aab47b417a95a40c7b85e']",True,[]
55684af27df956ce3f9d95a3f1fd61a3263ae637,fix: fix ImageMobject by overriding set_color method,['9d7db7aacd7116a8dbce0781f64ba44f065a7e39'],False,['image_mobject.py']
845ee83f71fe92f247930934eb795d7148ec094d,"Merge pull request #1791 from 3b1b/fix_image_mobject

Fix `ImageMobject` by overriding `set_color` method","['859680d5ab6d511299b92d305250b44686923dc3', '55684af27df956ce3f9d95a3f1fd61a3263ae637']",True,[]
4f2e3456e2cb987de8f5206d1b3b3041fe47d6be,Raise Specific exception type when running into latex errors,['47636686cb0dd2a1d7addbf94e560c2525e972e2'],False,['tex_file_writing.py']
e0f5686d667152582f052021cd62bd2ef8c6b470,Fix bug with trying to close window during embed,['581228b08f8bbd31fb0386e46860d76b79a6af98'],False,['scene.py']
62289045cc8e102121cfe4d7739f3c89102046fb,Fix animating Mobject.restore bug,['3961005fd708333a3e77856d10e78451faa04075'],False,['mobject.py']
753ef3b74a818b6cffac393d88608dfda26a3bab,"Merge pull request #1796 from 3b1b/video-work

Improved embed, fixes to Mobject.copy","['669182944da040c227ccfd018250ee2bbc49649d', '2ba9243067c55d36339fb5c9de2cc21166cea44f']",True,[]
205116b8cec964b5619416f6e8acf0d8ac7df828,Fix refresh_selection_highlight,['bd2dce08300e5b110c6668bd6763f3918fcdc65e'],False,['interactive_scene.py']
d43b5c9bdc17d17d970736b28a5fe805565c88a4,Fix shift + s gather selection bug,['f2b4245c134da577a2854732ec0331768d93ffbe'],False,['interactive_scene.py']
d75439a60ef3fdd84a79102c911b3205ff511919,Hacky fix to lambda namespace issues with IPython embeds,['1b589e336f8151f2914ff00e8956baea8a95abc5'],False,['scene.py']
2b104a46fde1e9f75486f0213f1cc5be183278b1,Add error message to LatexError,['d75439a60ef3fdd84a79102c911b3205ff511919'],False,['tex_file_writing.py']
7c233123a14da309e6cf57bf81cf1150bb56a15a,Tweaks and fixes to InteractiveScene,['c311204993196b01cbd486e9b6ff924c07488062'],False,['interactive_scene.py']
a791a82111c5df43758f7edd191c034574e00642,Bug fix,['7f94a401a8b8c957333e59e2032295d591f53908'],False,['scene.py']
354030464ebc3c7621dc896abf42cec83b7e45bd,Bug patch Tex sometimes rendering black,['a791a82111c5df43758f7edd191c034574e00642'],False,['tex_mobject.py']
602fbd1a9f487a08650fd85a354038f98d7c8e0b,Fix -e for first line of scene,['33ffd4863aaa7ecf950b7044181a8e8e3c643698'],False,['config.py']
584e259b443b04462a4e80998c5a831e849fa063,Bug fix for mirrored directories,['41b811a5e7c03f528d41555217106e62b287ca3b'],False,['config.py']
4fdaeb1547d8e226f99a1c140cc18d4e9d9b56f0,Fix(?) issue with numbers forgetting style info when resetting value,['48689c8c7bc0029bf5c1b540c11f647e857d419b'],False,['numbers.py']
0060a4860c9d6b073a60cd839269c213446bba7b,Bug fix to VMobject.match_style,['4fdaeb1547d8e226f99a1c140cc18d4e9d9b56f0'],False,['vectorized_mobject.py']
26de7c9ce5b04cb7ef88eeda4c2ca910df65fcf9,Fix a logistic bug,['49723f54cb433047f2a6a304723ca77a24706fb6'],False,['string_mobject.py']
cfded00f13775d5bbeff8f53f09e8d02487f73bc,Fix a logistic bug (#1815),['49723f54cb433047f2a6a304723ca77a24706fb6'],False,['string_mobject.py']
ca523c8a5ee0b3f5b77c5540fbcbc9c4f5343759,Fix bubble direction,['ad58a9e6c145913dd7d1537964e212b34aab8ce3'],False,['drawings.py']
cbffbfa019a86a52bf22add1546d76b683ff2286,"Add back mismatched indices (#1820)

* Fix a logistic bug

* Add back mismatched indices",['07a8274cb17db54ce2deb2de28055186e914371c'],False,['transform_matching_parts.py']
22a3bef6700510541d6ed29a2b036103d1712625,Resolve conflicts,['9386461d273361d15472f80dff64adddc3980ef4'],False,"['transform_matching_parts.py', 'svg_mobject.py']"
59eba943e5d921e27d462f394c7d2b857cb6b4b7,Resolve conflicts,"['22a3bef6700510541d6ed29a2b036103d1712625', 'cbffbfa019a86a52bf22add1546d76b683ff2286']",True,[]
a73bd5d4feb10c4498b26acb831285e47bd0e5ef,Fix popping bug,['97ac8c9953a3ec4a1c15ef619658272f9b0fa199'],False,['svg_mobject.py']
77309a634b984bd0279a13fd7134c5d7c324b787,Fix to embed insertion,['1b1ba606ed56b3a8cbb3ed5ed5ad5e360ca3e7d9'],False,['config.py']
3c7a38660af41478e1561073a5319b23fb6b7787,small fix,['606ee5e4f19718ee1d7dcf01cc7ea54cbc14f832'],False,['custom_config.rst']
650d49c031ec742f9da8a75e4bacc4823c1f67fa,fixed broken link to community edition (versions) (#1840),['3c7a38660af41478e1561073a5319b23fb6b7787'],False,['README.md']
8bd01d60e43343e489623c70890729bf8868d8b5,fix: add protect attribute to hash_seed,['c2a75e15ccca6d025fb5696f0a9d1c20bccdf479'],False,"['mtex_mobject.py', 'text_mobject.py']"
eadf611f1ebb388b7a78a59ce16e8b4a69e4800b,fix: fix an incorrect typing,['4dfe8aff86c16967c8c1348591e77bee6adccb1f'],False,['svg_mobject.py']
3c0abb0b40ae8794274d5e87d80e6830f6f0e50d,fix: add missed imports,['eadf611f1ebb388b7a78a59ce16e8b4a69e4800b'],False,"['indication.py', 'default_config.yml']"
53c43ee8ea0d63c528985792ed935cd1c4a416df,fix: recover default_config.yml,['3c0abb0b40ae8794274d5e87d80e6830f6f0e50d'],False,['default_config.yml']
8719107b1825dfcece972b2ee5d00e4ae39e3108,fix the bug that progress bar can't be correctly showed while rendering if scene class name isn't passed in args explicitly.,['650d49c031ec742f9da8a75e4bacc4823c1f67fa'],False,['extract_scene.py']
603a773847821ef3b08a19e71b94b4b560a941ba,fix: pass args by calling `animate` that borrowed from CE,['2f691355db438216a16e71bb896e1a2099271a8f'],False,['mobject.py']
fb50e4eb55e05c91c01e55fa1713b3ad69fa42e3,"Fixing a typo (""termnial"" -> ""terminal"") (#1872)",['abe52a61d9f927451a67a1c7008a670e4eb18b13'],False,"['example_scenes.rst', 'example_scenes.py']"
c3c1d3ec35ac6c4f02defb329aa3d2007e10452a,Typo fix,['e89f193c562c07f3af13493edb05e539dbb2262b'],False,['mobject.py']
80d34547db816c4b71421f8aff425c35d0d4734a,Typo fix,['ce77f38bf1941aaf668a8d0cfa0bec135d1def15'],False,['mobject.py']
ee668dc7417b51400779b68d4b0b7c97bfd439d8,"Merge pull request #1858 from IcyChlorine/bugfix_progress_bar

Fix bug with rendering progress bar","['fb50e4eb55e05c91c01e55fa1713b3ad69fa42e3', '8882030136dd05ed5436417724a9665fee0e78e5']",True,[]
8e6265d35e22d84f8fb5002308e206f2c1bf67a1,"Give set_color_by_gradient more expected behavior

https://github.com/3b1b/manim/issues/1882",['834c806e8302740e145c986cf7b67ee7f5836e47'],False,['mobject.py']
f8785378141d2765b946f5ed160cb43eea85a272,"Don't have Matrix try to convert lists of Mobject into numpy arrays

https://github.com/3b1b/manim/issues/1878",['8e6265d35e22d84f8fb5002308e206f2c1bf67a1'],False,['matrix.py']
84fa3de435b5ea7651c156a0f707f565b356205e,"By default, don't let Mobject.become match updaters

This causes the use of Mobject.become in an updater function to make the mobject immediately lose its updater.

https://github.com/3b1b/manim/issues/1877",['f8785378141d2765b946f5ed160cb43eea85a272'],False,['mobject.py']
8adf99b8a710167eee4d95f65ea13b3c74c85faa,"Fix Circle.point_at_angle

https://github.com/3b1b/manim/issues/1875",['a2606c7e37dfb133ea644e90d6017ec34fbc2dd0'],False,['geometry.py']
764dec20ebca2c916312eb73a6460ee7a6760b70,"Merge pull request #1889 from 3b1b/bug-fixes

Bug fixes","['834c806e8302740e145c986cf7b67ee7f5836e47', '8adf99b8a710167eee4d95f65ea13b3c74c85faa']",True,[]
b94e9f3a247709ff01b7242495f644a6fe523bb7,Fix Restore,['764dec20ebca2c916312eb73a6460ee7a6760b70'],False,['transform.py']
e55dd01081f5a198289788651a6a21d968c32071,"Merge pull request #1890 from 3b1b/video-work

Fix Restore","['764dec20ebca2c916312eb73a6460ee7a6760b70', 'b94e9f3a247709ff01b7242495f644a6fe523bb7']",True,[]
83393abb22036d836c7d050a3209a27147e78f20,Fix bug deleting i from coordinate labels,['90e8a397b81c69ff6466c7d4cd14d151b864de90'],False,['coordinate_systems.py']
155cde26daf9e3854374027c48e8c48453ea1d75,"Fix typo in vectorized_mobject.py (#1913)

lenth -> length",['a801aefceaffa083738c885f7e1f7762855851f7'],False,['vectorized_mobject.py']
a39c65cb5c66de9180b21a3d69f2807d7713fcb1,Fix type,['6c4e028eab285173d2620050967186272a2dbaa8'],False,['space_ops.py']
d4b6bf40e5f858955cd044b1f0319925eadb9aa3,Small type fixes,['002129e7a263b5d29b7099f2924904d3350a1500'],False,['vectorized_mobject.py']
a3215d03545398f82b2a42fb2493ad6cfff5cf55,Fix small height bug,['c55374245d55bd733e2061e9f5ae1e0d4e87d377'],False,['tex_mobject.py']
37786edc99b4914beff56b67ae32364f18913667,Small type fix,['25388b4ad35c3e94881a1cb1b1f64c8fc1b95943'],False,['vectorized_mobject.py']
